expression; size; sliced on; sign slice; sign size; sign time (ns) ; parity slice; parity size; parity time ; concrete slice; concrete size; concrete time 
(let* ((atgl -5) (p 22) (r 22) (vtj (+ 7 -12)) (hlu 29) (y -30)) (if (= y -8) (+ (/ -29 hlu) (if #f 11 (+ 18 atgl))) (begin (let* ((g -22)) g) (set! vtj (begin (set! atgl atgl) -21)) (set! vtj (- (* (* 15 -23) atgl) (+ atgl 30))) (set! atgl -23) 23)));54;21;(let* ((atgl -5) (vtj (dummy 3)) (y -30)) (if (= y -8) '() (begin (set! vtj (begin (set! atgl atgl) -21)) (set! atgl -23))));20;300;(let* ((atgl -5) (vtj (dummy 1)) (y -30)) (if (= y -8) '() (begin (set! vtj (begin (set! atgl atgl) -21)) (set! atgl -23))));20;200;(let* ((atgl -5) (vtj (dummy 3)) (y -30)) (if (= y -8) '() (begin (set! vtj (begin (set! atgl atgl) -21)) (set! atgl -23))));20;400
(letrec* ((pqa (/ 6 -26)) (zhtnn 13)) (let* ((fi (let () (* (/ (* 23 (* (* 3 28) (* (* (* (- zhtnn pqa) -3) 13) -3))) (+ 0 13)) pqa))) (uupex pqa) (qbjk 15)) (+ -26 1)));45;-20;(letrec* ((pqa (/ 6 -26)) (zhtnn 13)) (let* ((fi (let () (* (/ (* 23 (* (* 3 28) (* (* (* (- zhtnn pqa) -3) 13) -3))) (+ 0 13)) pqa)))) '()));40;100;(letrec* ((pqa (/ 6 -26)) (zhtnn 13)) (let* ((fi (let () (* (/ (* 23 (* (* 3 28) (* (* (* (- zhtnn pqa) -3) 13) -3))) (+ 0 13)) pqa)))) '()));40;200;(letrec* ((pqa (/ 6 -26)) (zhtnn 13)) (let* ((fi (let () (* (/ (* 23 (* (* 3 28) (* (* (* (- zhtnn pqa) -3) 13) -3))) (+ 0 13)) pqa)))) '()));40;600
(let* ((iudot 8) (wibjs -9) (p 19) (fqmp -19) (ao 25)) (* 14 -28));10;-1;(let* ((ao 25)) '());3;100;(let* ((ao 25)) '());3;100;(let* ((ao 25)) '());3;100
(let* ((w (begin -6 11 -20)) (jz -16) (eprhk (* 1 -8)) (jfx (if #f 1 29)) (dynb 20)) (- (let* ((r w)) (- (- (if #f eprhk 3) 17) (if #t -14 (- 6 eprhk)))) (- (begin (if #t -20 jfx) 5 -18) (if #f (+ -23 (+ 30 16)) (let* ((aurh (+ 0 jfx))) (* 1 28))))));62;-4;(let* ((eprhk (dummy -2)) (jfx (if #f 1 29))) (- (let* () (- (- (if #f eprhk 3) 17) (if #t -14 (- 6 eprhk)))) (- (begin -18) (if #f (+ -23 (+ 30 16)) (let* () (* 1 28))))));45;300;(let* ((eprhk (dummy 2)) (jfx (if #f 1 29))) (- (let* () (- (- (if #f eprhk 3) 17) (if #t -14 (- 6 eprhk)))) (- (begin -18) (if #f (+ -23 (+ 30 16)) (let* () (* 1 28))))));45;200;(let* ((w (begin -20)) (eprhk (dummy -2)) (jfx (if #f 1 29))) (- (let* () (- (- (if #f eprhk 3) 17) (if #t -14 (- 6 eprhk)))) (- (begin -18) (if #f (+ -23 (+ 30 16)) (let* () (* 1 28))))));47;100
(let ((daduke (- (* (begin 20 -19) (begin -2 -2)) (+ (begin -21 -7) 29))) (oxev -6) (so 19) (iaazev (if #t 3 -4)) (of -19)) (begin (- (- -27 daduke) (* (- (+ (- (* of iaazev) so) (/ -22 26)) (+ oxev 6)) (+ -9 iaazev))) so (set! so of) 29 (+ (/ -6 so) (/ (+ (+ iaazev 10) oxev) (/ -24 of)))));79;-21;(let ((of -19)) '());3;200;(let ((of -19)) '());3;200;(let ((of -19)) '());3;100
(letrec* ((he (/ 7 -25)) (h 5) (tqv (* 26 8)) (jqrdd (if (= -4 -3) 22 (+ 10 22))) (p 14) (tayw -6)) (begin (set! h (if (= (- h -20) (/ -9 jqrdd)) (/ (letrec* () 11) (+ (if #t (* (* 12 (* 11 11)) he) tayw) (if #t (- (/ -5 -17) (- (- 0 -7) jqrdd)) (- (/ (- (+ -15 he) 4) he) 21)))) (/ (+ -20 (* 12 tqv)) (let () p)))) (/ he 22) (- -4 (/ (* he -26) 19)) (set! h -18) 28 (* -21 (* -8 (+ tayw (- h -12))))));123;10;(letrec* ((he (dummy -2)) (h 5) (tqv (dummy 2)) (jqrdd (dummy 2)) (p 14) (tayw -6)) (begin (set! h (if (= (- h -20) (/ -9 jqrdd)) (/ (letrec* () 11) (+ (if #t (* (* 12 (* 11 11)) he) tayw) (if #t (- (/ -5 -17) (- (- 0 -7) jqrdd)) (- (/ (- (+ -15 he) 4) he) 21)))) (/ (+ -20 (* 12 tqv)) (let () p))))));84;200;(letrec* ((he (dummy 0)) (h 5) (tqv (dummy 2)) (jqrdd (dummy 2)) (p 14) (tayw -6)) (begin (set! h (if (= (- h -20) (/ -9 jqrdd)) (/ (letrec* () 11) (+ (if #t (* (* 12 (* 11 11)) he) tayw) (if #t (- (/ -5 -17) (- (- 0 -7) jqrdd)) (- (/ (- (+ -15 he) 4) he) 21)))) (/ (+ -20 (* 12 tqv)) (let () p))))));84;200;(letrec* ((he (/ 7 -25)) (h 5) (tqv (* 26 8)) (jqrdd (if (= -4 -3) 22 (+ 10 22))) (p 14) (tayw -6)) (begin (set! h (if (= (- h -20) (/ -9 jqrdd)) (/ (letrec* () 11) (+ (if #t (* (* 12 (* 11 11)) he) tayw) (if #t (- (/ -5 -17) (- (- 0 -7) jqrdd)) (- (/ (- (+ -15 he) 4) he) 21)))) (/ (+ -20 (* 12 tqv)) (let () p))))));93;100
(letrec* ((cs (let ((eb 10)) (let* ((fg 18)) 17))) (pet (- (if #f 3 29) (- 13 (begin -10 -5)))) (a (begin -9 -9)) (sf -17) (gcqsaz -28) (k -8)) (let* ((ve -29) (lmhw (begin (set! k -15) sf)) (s (* 20 pet)) (r (* sf (+ -28 (/ (- k 17) a))))) (- -30 1)));51;15;(letrec* ((cs (let () (let* () 17))) (sf -17) (k -8)) (let* ((lmhw (begin (set! k -15) sf))) '()));12;300;(letrec* ((cs (let () (let* () 17))) (sf -17) (k -8)) (let* ((lmhw (begin (set! k -15) sf))) '()));12;200;(letrec* ((cs (let () (let* () 17))) (pet (- (if #f 3 29) (- 13 (begin -5)))) (a (begin -9)) (sf -17) (k -8)) (let* ((lmhw (begin (set! k -15) sf))) '()));25;300
(letrec* ((hr (if #f 0 (+ 28 (* 1 9)))) (d (begin 5 -2)) (dkoqoa -18) (xgsrw 3)) d);17;-2;(letrec* ((dkoqoa -18)) '());3;100;(letrec* ((dkoqoa -18)) '());3;100;(letrec* ((dkoqoa -18)) '());3;200
(letrec* ((iu (- 24 (/ (+ -9 4) (if #f -6 6)))) (dc 18) (xmjwq 18) (bm -20)) (/ (/ dc (begin (set! iu (* (- (* 21 xmjwq) dc) 9)) (* 19 (* (/ (* iu xmjwq) bm) -10)) (set! bm 11) bm)) xmjwq));51;13;(letrec* ((dc 18)) '());3;600;(letrec* ((dc 18)) '());3;300;(letrec* ((dc 18) (xmjwq 18)) '());4;300
(letrec* ((mx -15) (tfngjl (+ -22 (+ 6 -21))) (uzu (if #f (if (= 26 23) -20 29) (begin 23 28))) (unekn (begin -27 26)) (odnav -22) (juw 6)) 15);27;-25;(letrec* ((juw 6)) '());3;200;(letrec* ((juw 6)) '());3;600;(letrec* ((juw 6)) '());3;100
(let ((tx (* 27 -27)) (pxroha -14) (ls -10)) -25);8;29;(let ((ls -10)) '());3;300;(let ((ls -10)) '());3;500;(let ((ls -10)) '());3;300
(let* ((v -29) (b -1) (xnd 4) (ai 7) (dgh (+ 30 -19)) (rsn 14)) (+ (if (= (- (/ (* (/ -13 (* 14 (+ rsn 18))) (+ (* (/ ai -28) (- -19 (- 19 6))) 16)) (* -14 -29)) 6) -11) (+ 5 (begin (set! v dgh) 27)) (begin b 1 -16)) b));65;-9;(let* ((ai 7) (rsn 14)) '());4;200;(let* ((ai 7) (rsn 14)) '());4;300;(let* ((ai 7) (dgh (+ 30 -19)) (rsn 14)) '());8;200
(let ((yd 9) (awum (* -18 -7)) (gvdatz (* 20 11)) (ddlrqf -14)) yd);12;6;(let ((gvdatz (* 20 11))) '());6;300;(let ((gvdatz (* 20 11))) '());6;100;(let ((gvdatz (* 20 11))) '());6;600
(let ((vd -24) (zswoj (+ 24 7)) (yxwz -22)) zswoj);8;10;(let ((zswoj (+ 24 7))) '());6;200;(let ((zswoj (+ 24 7))) '());6;400;(let ((zswoj (+ 24 7))) '());6;400
(let* ((hzdo -5) (hlrbg (* -19 (* (let* () -7) (letrec* () 17)))) (idh -29) (ippvws (if (< 29 13) (if #f 21 -16) 8)) (g -26) (cpe -1)) 11);25;-12;(let* ((hzdo -5) (hlrbg (* -19 (* (let* () -7) (letrec* () 17))))) '());12;200;(let* ((hzdo -5) (hlrbg (* -19 (* (let* () -7) (letrec* () 17))))) '());12;200;(let* ((hzdo -5) (hlrbg (* -19 (* (let* () -7) (letrec* () 17))))) '());12;200
(letrec* ((bzxi (+ (if #t 23 -7) -22)) (zm -11) (mclkbh 12) (p -12)) (let* ((hhkn 17) (zs (let* () (* zm (+ (/ -23 mclkbh) (* 29 -14))))) (zc bzxi) (ed -26)) zc));30;-20;(letrec* ((zm -11) (mclkbh 12)) (let* ((hhkn 17) (zs (let* () (* zm (+ (/ -23 mclkbh) (* 29 -14)))))) '()));20;300;(letrec* ((zm -11) (mclkbh 12)) (let* ((hhkn 17) (zs (let* () (* zm (+ (/ -23 mclkbh) (* 29 -14)))))) '()));20;100;(letrec* ((bzxi (+ (if #t 23 -7) -22)) (zm -11) (mclkbh 12)) (let* ((hhkn 17) (zs (let* () (* zm (+ (/ -23 mclkbh) (* 29 -14)))))) '()));27;100
(let* ((vex -19) (tqp -29) (hafng 22) (zlfepw 3) (dtckr 26)) (+ (let* ((h -8)) (begin dtckr dtckr)) (- hafng zlfepw)));17;-27;(let* ((hafng 22) (zlfepw 3) (dtckr 26)) (+ (let* () (begin dtckr)) (- hafng zlfepw)));13;200;(let* ((hafng 22) (zlfepw 3) (dtckr 26)) (+ (let* () (begin dtckr)) (- hafng zlfepw)));13;200;(let* ((hafng 22) (zlfepw 3) (dtckr 26)) (+ (let* () (begin dtckr)) (- hafng zlfepw)));13;300
(letrec* ((epphu (/ (if #t (begin 0 23) 0) (* (begin (if #t -17 -18) -26 -23) 1))) (y (begin 14 -18 -29 -17)) (sdfabn (if (= -20 -20) -19 -7)) (jxse 8) (vhky 18) (j -10)) y);35;-12;(letrec* ((epphu (/ (if #t (begin 23) 0) (* (begin -23) 1)))) '());14;200;(letrec* ((epphu (/ (if #t (begin 23) 0) (* (begin -23) 1)))) '());14;200;(letrec* ((epphu (/ (if #t (begin 23) 0) (* (begin -23) 1)))) '());14;200
(let* ((gnebgs (let* ((t (* 14 -13)) (usu -14)) (+ (/ usu (+ -6 usu)) (/ -21 0)))) (sjeei -18) (zfryt (begin 14 -10 18)) (kudfdf (/ -26 16)) (bjj -6) (sfqq -9)) (+ (- (+ (* 7 (- sfqq -26)) -26) (+ 14 (+ zfryt bjj))) 14));53;29;(let* ((gnebgs (let* ((usu -14)) (+ (/ usu (+ -6 usu)) (/ -21 0)))) (sfqq -9)) '());18;200;(let* ((gnebgs (let* ((usu -14)) (+ (/ usu (+ -6 usu)) (/ -21 0)))) (sfqq -9)) '());18;100;(let* ((gnebgs (let* ((usu -14)) (+ (/ usu (+ -6 usu)) (/ -21 0)))) (sfqq -9)) '());18;200
(letrec* ((u (let ((gvumnb -11) (dlnxwn (* -12 -28)) (smkew 25)) 9)) (xoo (/ (* 24 -11) 8)) (nm (begin (- 14 17) -6 -20)) (ggzdv 4) (fg -16) (ye -26)) 29);27;5;(letrec* ((u (let () 9)) (ye -26)) '());5;200;(letrec* ((u (let () 9)) (ye -26)) '());5;500;(letrec* ((u (let () 9)) (ye -26)) '());5;200
(let* ((hoa -29) (krzrc (if (= -17 20) (begin -2 21 6) 4)) (hood 24) (qhg (* 5 -1)) (ataf -21) (vbdlr 2)) 9);20;-13;(let* ((vbdlr 2)) '());3;200;(let* ((vbdlr 2)) '());3;100;(let* ((vbdlr 2)) '());3;200
(let* ((a (/ 20 (* (if #t (begin 20 -3) (+ 1 (* -11 23))) (if #t 14 (if #t (* 30 1) (if #f -30 -17)))))) (yqs 7) (byzsm 8) (zpuryh 23) (zlzq -17) (n 16)) (begin (+ (* byzsm (* zpuryh (+ -3 zlzq))) -16) (- (if #f n (+ byzsm -25)) n) (set! a zpuryh) (+ (+ (/ zpuryh -13) 14) -5) zpuryh));73;-30;(let* ((a (dummy -2)) (zpuryh 23)) (begin (set! a zpuryh)));8;400;(let* ((a (dummy 0)) (zpuryh 23)) (begin (set! a zpuryh)));8;200;(let* ((a (/ 20 (* (if #t (begin -3) (+ 1 (* -11 23))) (if #t 14 (if #t (* 30 1) (if #f -30 -17)))))) (zpuryh 23)) (begin (set! a zpuryh)));34;300
(let* ((hpvgj -13) (fbx -18) (zhdzye (if (< 4 -4) 6 (begin -23 14))) (yvio (let () 1)) (zavlwq 24) (hky -21)) (- zavlwq 12));20;-10;(let* ((zhdzye (if (< 4 -4) 6 (begin 14))) (yvio (let () 1))) '());12;100;(let* ((zhdzye (if (< 4 -4) 6 (begin 14))) (yvio (let () 1))) '());12;200;(let* ((zhdzye (if (< 4 -4) 6 (begin 14))) (yvio (let () 1))) '());12;300
(let* ((teawod (/ (let* ((aapc 5) (rc 5)) (if (< aapc 23) -28 (* (+ (* aapc (* -6 9)) (+ -1 (* aapc aapc))) (/ aapc rc)))) -29)) (dh -7) (xd (begin 16 11)) (foki (* (if #f 10 -26) 8)) (efj -14) (de -1)) (+ efj (if (= (/ -30 0) (+ 21 foki)) 2 (/ de teawod))));67;-23;(let* ((teawod (/ (let* ((aapc 5) (rc 5)) (if (< aapc 23) -28 (* (+ (* aapc (* -6 9)) (+ -1 (* aapc aapc))) (/ aapc rc)))) -29)) (dh -7) (foki (* (if #f 10 -26) 8))) '());44;200;(let* ((teawod (/ (let* ((aapc 5) (rc 5)) (if (< aapc 23) -28 (* (+ (* aapc (* -6 9)) (+ -1 (* aapc aapc))) (/ aapc rc)))) -29)) (dh -7) (foki (* (if #f 10 -26) 8))) '());44;200;(let* ((teawod (/ (let* ((aapc 5) (rc 5)) (if (< aapc 23) -28 (* (+ (* aapc (* -6 9)) (+ -1 (* aapc aapc))) (/ aapc rc)))) -29)) (dh -7) (foki (* (if #f 10 -26) 8))) '());44;100
(let* ((dqyag (begin (begin 4 -18) -26 7 28)) (vy (begin (if #t -10 -3) 9 18)) (sl (begin -13 -24)) (perbyo -24) (s 14)) (letrec* ((trnccx (* (/ (* (* s (/ 17 -27)) 18) -8) vy)) (p (+ -24 26)) (jod -5)) (- (letrec* ((gnitpi -4)) 17) -10)));48;13;(let* ((s 14)) (letrec* () (- (letrec* () 17) -10)));8;200;(let* ((s 14)) (letrec* () (- (letrec* () 17) -10)));8;200;(let* ((vy (begin 18)) (s 14)) (letrec* () (- (letrec* () 17) -10)));10;200
(letrec* ((lg 13)) (if (= (+ 27 lg) (- (+ lg lg) 20)) (- lg (let* ((rww 8)) (begin 27 27))) lg));25;-22;(letrec* ((lg 13)) (if (= (+ 27 lg) (- (+ lg lg) 20)) (- lg (let* () (begin 27))) '()));23;300;(letrec* ((lg 13)) (if (= (+ 27 lg) (- (+ lg lg) 20)) (- lg (let* () (begin 27))) '()));23;200;(letrec* ((lg 13)) (if (= (+ 27 lg) (- (+ lg lg) 20)) (- lg (let* () (begin 27))) '()));23;100
(let* ((uquuxy 24) (yi -24) (oj 3)) (letrec* ((hsi -8) (ahzbd (/ -3 oj)) (wrzwa (- 13 oj)) (xmwzzp 18)) (letrec* ((ji (/ (* 5 wrzwa) -25))) -14)));24;-17;(let* ((oj 3)) (letrec* ((wrzwa (- 13 oj))) (letrec* ((ji (/ (* 5 wrzwa) -25))) '())));16;300;(let* ((oj 3)) (letrec* ((wrzwa (- 13 oj))) (letrec* ((ji (/ (* 5 wrzwa) -25))) '())));16;200;(let* ((oj 3)) (letrec* ((wrzwa (- 13 oj))) (letrec* ((ji (/ (* 5 wrzwa) -25))) '())));16;200
(let* ((shvg -18) (qq 4)) (if #f (/ (begin (set! qq (+ (if #f 23 shvg) 4)) qq shvg shvg) qq) (+ 6 qq)));24;9;(let* ((shvg -18) (qq 4)) (if #f (/ (begin (set! qq (+ (if #f 23 shvg) 4)) shvg) qq) '()));19;400;(let* ((shvg -18) (qq 4)) (if #f (/ (begin (set! qq (+ (if #f 23 shvg) 4)) shvg) qq) '()));19;200;(let* ((shvg -18) (qq 4)) (if #f (/ (begin (set! qq (+ (if #f 23 shvg) 4)) shvg) qq) '()));19;200
(letrec* ((awyxu -19) (lh (* (begin -7 23 12) (begin 6 6 15))) (shj (/ (if #t -23 -22) (begin 25 3))) (mi (if #f (- -7 -21) -24)) (vtrhd (+ 1 5)) (qo -6)) (if (= (+ (+ vtrhd -9) -10) 7) lh (/ 23 (* 17 mi))));52;10;(letrec* ((vtrhd (+ 1 5))) '());6;200;(letrec* ((vtrhd (+ 1 5))) '());6;400;(letrec* ((vtrhd (+ 1 5))) '());6;100
(let* ((ppuihj (begin -20 10)) (lpr (* (/ 20 (- 30 -25)) (if (= -20 20) 7 (- 13 20)))) (hifs (if #f (* -20 25) -23)) (rxnbhm 1) (inczai -29)) -27);33;-6;(let* ((inczai -29)) '());3;700;(let* ((inczai -29)) '());3;300;(let* ((inczai -29)) '());3;500
(let ((m (begin 22 15)) (wwp (+ 22 4)) (k -10)) 9);10;-1;(let ((k -10)) '());3;100;(let ((k -10)) '());3;100;(let ((k -10)) '());3;200
(let* ((kqrxi (- -21 7)) (yxjnfa 4) (qteyaw 29)) yxjnfa);8;-17;(let* ((yxjnfa 4)) '());3;300;(let* ((yxjnfa 4)) '());3;400;(let* ((yxjnfa 4)) '());3;200
(let* ((ll (begin -25 -26)) (gtoenh (* -16 12)) (gv 25)) (if #t (let* ((wnx (/ gtoenh -18))) (* ll 28)) -17));21;11;(let* ((gtoenh (* -16 12))) (if #t (let* ((wnx (/ gtoenh -18))) '()) '()));14;200;(let* ((gtoenh (* -16 12))) (if #t (let* ((wnx (/ gtoenh -18))) '()) '()));14;200;(let* ((gtoenh (* -16 12))) (if #t (let* ((wnx (/ gtoenh -18))) '()) '()));14;400
(let* ((h (+ -22 -16)) (ygev 4)) ygev);7;-18;(let* ((h (+ -22 -16))) '());6;500;(let* ((h (+ -22 -16))) '());6;100;(let* ((h (+ -22 -16))) '());6;200
(let ((ef -20) (b (if #f (begin -25 26 4) 21)) (ftgrl (begin 16 -4 -22)) (j (/ (if #f 17 28) (/ -10 15))) (v (if #t -22 24)) (jw -20)) -10);29;27;(let ((j (/ (if #f 17 28) (/ -10 15)))) '());12;200;(let ((j (/ (if #f 17 28) (/ -10 15)))) '());12;100;(let ((j (/ (if #f 17 28) (/ -10 15)))) '());12;200
(let* ((bx (begin -19 7 -3 16)) (jxh 10) (njie (+ (if (= -11 7) (if #f 4 -3) 2) (* -7 (if #f 2 -18)))) (ckr -15) (xlzz (* -13 -8)) (rnzbo 30)) -23);33;1;(let* ((jxh 10)) '());3;200;(let* ((jxh 10)) '());3;300;(let* ((jxh 10)) '());3;200
(let* ((udwkb (/ 29 4)) (trjsv (let* ((ajgohz -12) (jkl -27)) (begin (set! jkl 15) (- (* jkl ajgohz) -1)))) (c -25) (raedua (letrec* () 17)) (sm 15) (kjkp -18)) (begin (/ (- trjsv (+ (- (+ -27 sm) trjsv) sm)) (+ 0 15)) c udwkb));45;-5;(let* ((trjsv (let* ((ajgohz -12) (jkl -27)) (begin (set! jkl 15) (- (* jkl ajgohz) -1)))) (raedua (letrec* () 17))) '());17;300;(let* ((trjsv (let* ((ajgohz -12) (jkl -27)) (begin (- (* jkl ajgohz) -1)))) (raedua (letrec* () 17))) '());15;200;(let* ((trjsv (let* ((ajgohz -12) (jkl -27)) (begin (set! jkl 15) (- (* jkl ajgohz) -1)))) (raedua (letrec* () 17))) '());17;300
(let* ((urzg (begin -29 -30 (* -22 -5) 18 -17)) (vvm -13) (d (begin 14 17 -11)) (dfyajj 16) (x 18) (synue -15)) (begin 29 (/ (if #t 23 26) (/ 9 (* -8 (- dfyajj -6)))) synue (- (* 8 urzg) -7) -1));45;20;(let* ((d (begin -11))) '());4;200;(let* ((d (begin -11))) '());4;200;(let* ((d (begin -11))) '());4;500
(let* ((ct -15) (ceoodw (+ (+ (letrec* () 28) (if (= 21 -3) 22 10)) -23)) (pfejwn (+ (- -19 23) (let* () -29))) (mo (let* () 13)) (wzefnx 5) (idqatm -25)) (if (= (+ ceoodw ceoodw) -5) (/ 1 (let* ((hbqyun 8)) (+ ceoodw -1))) (if #f (let ((via ceoodw)) -15) (begin (if #t 14 mo) -4 (set! wzefnx 21) (* 1 22)))));62;-7;(let* ((ceoodw (+ (+ (letrec* () 28) (if (= 21 -3) 22 10)) -23)) (pfejwn (+ (- -19 23) (let* () -29))) (mo (let* () 13))) (if (= (+ ceoodw ceoodw) -5) (/ 1 (let* () (+ ceoodw -1))) '()));42;200;(let* ((ceoodw (+ (+ (letrec* () 28) (if (= 21 -3) 22 10)) -23)) (pfejwn (+ (- -19 23) (let* () -29))) (mo (let* () 13))) (if (= (+ ceoodw ceoodw) -5) (/ 1 (let* () (+ ceoodw -1))) '()));42;300;(let* ((ceoodw (+ (+ (letrec* () 28) (if (= 21 -3) 22 10)) -23)) (pfejwn (+ (- -19 23) (let* () -29))) (mo (let* () 13))) (if (= (+ ceoodw ceoodw) -5) (/ 1 (let* () (+ ceoodw -1))) '()));42;600
(let* ((cz (if #f -9 -21)) (vjgit (- 7 16)) (rakze -8)) (/ (- -7 rakze) cz));17;-16;(let* ((rakze -8)) '());3;200;(let* ((rakze -8)) '());3;200;(let* ((rakze -8)) '());3;200
(let* ((a -13) (mbl -14) (ykyurq (if (= -27 -19) (+ 25 17) 2)) (xpbj -1) (dn -13)) dn);16;26;(let* ((mbl -14)) '());3;200;(let* ((mbl -14)) '());3;200;(let* ((mbl -14)) '());3;200
(let ((a 9) (x -7) (xbz -15) (eizxo (- 24 -3)) (renj -9)) (+ (if #t (begin 8 renj) xbz) renj));18;21;(let ((x -7)) '());3;300;(let ((x -7)) '());3;400;(let ((x -7)) '());3;500
(let ((s (* -3 (if #f (begin 11 -24) (letrec* () 29)))) (qodksn (if (< 6 -3) 6 23)) (bkws -30) (hu 29) (wppccq 9)) (if (= hu (- (/ hu wppccq) 30)) (/ hu (+ (let* ((z 12)) 3) (if (< -21 bkws) -14 12))) (- 22 (* -24 18))));54;23;(let ((s (* -3 (if #f (begin -24) (letrec* () 29)))) (bkws -30) (hu 29) (wppccq 9)) (if (= hu (- (/ hu wppccq) 30)) (/ hu (+ (let* ((z 12)) 3) (if (< -21 bkws) -14 12))) '()));40;100;(let ((s (* -3 (if #f (begin -24) (letrec* () 29)))) (bkws -30) (hu 29) (wppccq 9)) (if (= hu (- (/ hu wppccq) 30)) (/ hu (+ (let* ((z 12)) 3) (if (< -21 bkws) -14 12))) '()));40;100;(let ((s (* -3 (if #f (begin -24) (letrec* () 29)))) (bkws -30) (hu 29) (wppccq 9)) (if (= hu (- (/ hu wppccq) 30)) (/ hu (+ (let* ((z 12)) 3) (if (< -21 bkws) -14 12))) '()));40;1100
(letrec* ((ojggkn 28) (u (if #f 9 30)) (azweu 27)) azweu);8;21;(letrec* ((ojggkn 28)) '());3;400;(letrec* ((ojggkn 28)) '());3;300;(letrec* ((ojggkn 28)) '());3;200
(let* ((emooaj (/ (if #t 26 -30) -13)) (dbv (- (begin -25 7) (* (+ (+ 13 30) (* 14 -29)) (+ 0 (- -1 -27))))) (jcaxn (if (< -14 -3) (if #t (/ 7 -21) 15) (let* () 28))) (huxll 3) (ot -3) (svrzuj 19)) 3);50;-2;(let* ((jcaxn (if (< -14 -3) (if #t (/ 7 -21) 15) (let* () 28))) (ot -3)) '());17;200;(let* ((jcaxn (if (< -14 -3) (if #t (/ 7 -21) 15) (let* () 28))) (ot -3)) '());17;400;(let* ((jcaxn (if (< -14 -3) (if #t (/ 7 -21) 15) (let* () 28))) (ot -3)) '());17;300
(let ((j (- (if #f (begin 10 30) -30) -8)) (o 27) (myxbol (if (= -26 -10) -12 -13)) (wxp 13) (erour -9)) j);21;-19;(let ((o 27)) '());3;300;(let ((o 27)) '());3;100;(let ((o 27)) '());3;400
(letrec* ((rkmqq 23) (zof (begin (+ 1 22) 29 -18 -2)) (xccnv (- -10 8)) (gy (/ 3 -20)) (tu -10) (hr 22)) zof);21;28;(letrec* ((tu -10)) '());3;300;(letrec* ((tu -10)) '());3;100;(letrec* ((tu -10)) '());3;200
(letrec* ((ercyj (let ((asfz -27) (jmtv 22)) asfz)) (x (let* ((yisi 28)) (- (* yisi yisi) 30))) (vgnmo 20) (n 3) (iwnmi 24)) vgnmo);18;9;(letrec* ((ercyj (let ((asfz -27)) asfz)) (x (let* ((yisi 28)) (- (* yisi yisi) 30))) (iwnmi 24)) '());15;200;(letrec* ((ercyj (let ((asfz -27)) asfz)) (x (let* ((yisi 28)) (- (* yisi yisi) 30))) (iwnmi 24)) '());15;300;(letrec* ((ercyj (let ((asfz -27)) asfz)) (x (let* ((yisi 28)) (- (* yisi yisi) 30))) (iwnmi 24)) '());15;700
(let* ((bgrty (begin (begin -24 22) 6 -8 -19)) (oo (/ -22 17)) (uiitf 20) (uy -7) (fuluoo -3)) (/ 5 9));19;16;(let* ((oo (/ -22 17))) '());6;200;(let* ((oo (/ -22 17))) '());6;200;(let* ((oo (/ -22 17))) '());6;700
(let* ((onme -2) (tnyf -12) (uhkdl 28) (lfoibf 10) (xaycad (/ -27 16)) (sa 16)) (if (= sa (/ (* xaycad (- (+ -6 15) 28)) (* lfoibf (- (+ -21 -27) (* -7 (/ -13 15)))))) (if #f (+ (- (begin (+ uhkdl 2) -21) (let* () (- -8 sa))) (/ (+ tnyf (/ (* (/ -30 xaycad) -8) (* 2 uhkdl))) (- 11 (/ lfoibf 27)))) (* (if #t uhkdl (if (= 6 -19) 15 uhkdl)) (/ 14 (if #t 19 (if #t (- xaycad xaycad) -12))))) (let* ((bs (/ xaycad (/ -27 -4))) (pqw (/ -15 25))) 15)));122;0;(let* ((onme -2) (tnyf -12) (uhkdl 28) (lfoibf 10) (xaycad (/ -27 16)) (sa 16)) (if (= sa (/ (* xaycad (- (+ -6 15) 28)) (* lfoibf (- (+ -21 -27) (* -7 (/ -13 15)))))) (if #f (+ (- (begin -21) (let* () (- -8 sa))) (/ (+ tnyf (/ (* (/ -30 xaycad) -8) (* 2 uhkdl))) (- 11 (/ lfoibf 27)))) '()) '()));82;300;(let* ((onme -2) (tnyf -12) (uhkdl 28) (lfoibf 10) (xaycad (/ -27 16)) (sa 16)) (if (= sa (/ (* xaycad (- (+ -6 15) 28)) (* lfoibf (- (+ -21 -27) (* -7 (/ -13 15)))))) (if #f (+ (- (begin -21) (let* () (- -8 sa))) (/ (+ tnyf (/ (* (/ -30 xaycad) -8) (* 2 uhkdl))) (- 11 (/ lfoibf 27)))) '()) '()));82;300;(let* ((onme -2) (tnyf -12) (uhkdl 28) (lfoibf 10) (xaycad (/ -27 16)) (sa 16)) (if (= sa (/ (* xaycad (- (+ -6 15) 28)) (* lfoibf (- (+ -21 -27) (* -7 (/ -13 15)))))) (if #f (+ (- (begin -21) (let* () (- -8 sa))) (/ (+ tnyf (/ (* (/ -30 xaycad) -8) (* 2 uhkdl))) (- 11 (/ lfoibf 27)))) '()) '()));82;100
