expression; size; sliced on; concrete slice; concrete size; concrete time (ns) ; sign slice; sign size;sign time ; parity slice; parity size; parity time 
(letrec* ((i -23) (mbab (- (/ (begin 6 -16) (begin -6 -29)) (+ (if (< 8 19) 22 11) 21))) (hi (begin -14 25 -27)) (fli (/ (if #t 11 -7) -25)) (oqycl (* 21 13)) (qauj 6)) (/ (* (* 13 8) (/ (/ oqycl (* (+ -7 0) (/ 10 -18))) (* mbab 5))) (begin (* (+ -6 (- -4 -18)) (* (- mbab 26) (+ (+ (* -11 i) (- (- (* (- (* (- (/ -29 oqycl) 10) hi) (- -29 (/ fli qauj))) (- mbab (/ -29 22))) qauj) mbab)) 18))) (let* () 16) (if #f (+ (- (- (+ fli -3) (+ hi (* fli -22))) 9) 29) 0) fli (* (- hi 26) (- (* 29 -11) fli)))));162;28;(letrec* ((mbab (dummy 0)) (hi (dummy 1)) (fli (dummy 0)) (oqycl (* 21 13))) (/ (* (* 13 8) (/ (/ oqycl (* (+ -7 0) (/ 10 -18))) (* mbab 5))) (begin (* (- hi 26) (- (* 29 -11) fli)))));55;200;(letrec* ((mbab (dummy 3)) (hi (dummy -2)) (fli (dummy -2)) (oqycl (* 21 13))) (/ (* (* 13 8) (/ (/ oqycl (* (+ -7 0) (/ 10 -18))) (* mbab 5))) (begin (* (- hi 26) (- (* 29 -11) fli)))));55;100;(letrec* ((mbab (dummy 0)) (hi (dummy 1)) (fli (dummy 0)) (oqycl (* 21 13))) (/ (* (* 13 8) (/ (/ oqycl (* (+ -7 0) (/ 10 -18))) (* mbab 5))) (begin (* (- hi 26) (- (* 29 -11) fli)))));55;200
(letrec* ((xzajbl (/ 22 (if #t (begin 0 14) (* 30 11)))) (lbfebr (+ (if #f 1 30) (let* () 29))) (aiahul (begin -30 0)) (xzauco -24) (jurd -28)) (- (begin (if #t -16 (+ (+ 27 (* xzauco xzajbl)) aiahul)) (if #t 15 20) (set! xzauco (+ (- 16 (+ 28 (+ lbfebr -12))) 11)) xzauco) (begin (/ (* (/ -29 aiahul) 7) (* (+ (+ 0 -24) (- (* jurd -8) (* -17 jurd))) xzajbl)) (if #t -3 xzajbl) xzauco -7)));96;-6;(letrec* ((lbfebr (+ (if #f 1 30) (let* () 29))) (jurd -28)) '());11;100;(letrec* ((lbfebr (+ (if #f 1 30) (let* () 29))) (jurd -28)) '());11;400;(letrec* ((lbfebr (+ (if #f 1 30) (let* () 29))) (jurd -28)) '());11;200
(let ((glfod 9) (k 15) (d -1)) (+ 6 (/ d -25)));11;12;(let ((glfod 9)) '());3;200;(let ((glfod 9)) '());3;700;(let ((glfod 9)) '());3;300
(letrec* ((iyonx (letrec* ((meew 19)) meew)) (wwl -12) (qvk 15) (uytuzp 20)) (if (= iyonx 29) iyonx (* (if #t (+ (letrec* () iyonx) (- (+ uytuzp wwl) -18)) -5) (/ (if (= uytuzp (/ (/ (/ (/ iyonx wwl) 15) iyonx) (/ -13 iyonx))) uytuzp (if (< 2 3) (/ iyonx uytuzp) (if #f uytuzp uytuzp))) (+ iyonx (* (+ 27 23) (+ -7 (+ uytuzp 14))))))));81;5;(letrec* ((iyonx (letrec* ((meew 19)) meew)) (wwl -12) (uytuzp 20)) (if (= iyonx 29) '() (* (if #t (+ (letrec* () iyonx) (- (+ uytuzp wwl) -18)) -5) (/ (if (= uytuzp (/ (/ (/ (/ iyonx wwl) 15) iyonx) (/ -13 iyonx))) uytuzp (if (< 2 3) (/ iyonx uytuzp) (if #f uytuzp uytuzp))) (+ iyonx (* (+ 27 23) (+ -7 (+ uytuzp 14))))))));80;200;(letrec* ((iyonx (letrec* ((meew 19)) meew)) (wwl -12) (uytuzp 20)) (if (= iyonx 29) '() (* (if #t (+ (letrec* () iyonx) (- (+ uytuzp wwl) -18)) -5) (/ (if (= uytuzp (/ (/ (/ (/ iyonx wwl) 15) iyonx) (/ -13 iyonx))) uytuzp (if (< 2 3) (/ iyonx uytuzp) (if #f uytuzp uytuzp))) (+ iyonx (* (+ 27 23) (+ -7 (+ uytuzp 14))))))));80;300;(letrec* ((iyonx (letrec* ((meew 19)) meew)) (wwl -12) (uytuzp 20)) (if (= iyonx 29) '() (* (if #t (+ (letrec* () iyonx) (- (+ uytuzp wwl) -18)) -5) (/ (if (= uytuzp (/ (/ (/ (/ iyonx wwl) 15) iyonx) (/ -13 iyonx))) uytuzp (if (< 2 3) (/ iyonx uytuzp) (if #f uytuzp uytuzp))) (+ iyonx (* (+ 27 23) (+ -7 (+ uytuzp 14))))))));80;400
(let ((y (begin 27 -16)) (oozh (+ -26 8)) (bzwe (begin 20 -14)) (nxhb -30) (fidrq -14) (eb 26)) (/ (* -16 (begin (+ nxhb y) (* -24 eb) y)) (+ (begin (begin 16 27) (if #t (* 27 bzwe) 13) (set! eb (- (/ (/ -22 nxhb) oozh) -11)) -19) (/ (if (< -9 -9) (- (+ nxhb y) (+ -4 y)) (let () bzwe)) (+ 25 (/ (* 29 28) 4))))));83;18;(let ((y (begin -16)) (bzwe (dummy 2)) (nxhb -30)) (/ (* -16 (begin y)) (+ (begin -19) (/ (if (< -9 -9) (- (+ nxhb y) (+ -4 y)) (let () bzwe)) (+ 25 (/ (* 29 28) 4))))));47;200;(let ((y (begin -16)) (bzwe (dummy -2)) (nxhb -30)) (/ (* -16 (begin y)) (+ (begin -19) (/ (if (< -9 -9) (- (+ nxhb y) (+ -4 y)) (let () bzwe)) (+ 25 (/ (* 29 28) 4))))));47;300;(let ((y (begin -16)) (bzwe (dummy 2)) (nxhb -30)) (/ (* -16 (begin y)) (+ (begin -19) (/ (if (< -9 -9) (- (+ nxhb y) (+ -4 y)) (let () bzwe)) (+ 25 (/ (* 29 28) 4))))));47;300
(let* ((b 1) (usgll (+ -27 13)) (srxuw (let* ((innlc 18)) (- -5 innlc))) (opcj -3) (gzp 23) (dby 4)) 14);16;-30;(let* ((b 1) (srxuw (let* ((innlc 18)) (- -5 innlc)))) '());9;300;(let* ((b 1) (srxuw (let* ((innlc 18)) (- -5 innlc)))) '());9;200;(let* ((b 1) (srxuw (let* ((innlc 18)) (- -5 innlc)))) '());9;300
(letrec* ((nnf (if #f (+ 13 (if #t (begin 27 12) (begin -17 -16))) -17)) (xqonna -24) (f -4) (bydlxf (if #f 10 12)) (x (+ -19 -26)) (e 8)) -4);27;24;(letrec* ((nnf (if #f (+ 13 (if #t (begin 12) (begin -16))) -17))) '());14;200;(letrec* ((nnf (if #f (+ 13 (if #t (begin 12) (begin -16))) -17))) '());14;400;(letrec* ((nnf (if #f (+ 13 (if #t (begin 12) (begin -16))) -17))) '());14;600
(let ((mb (let* ((ywsoz (* 2 -21)) (czbpsh -26)) (if #f 21 (/ czbpsh -5)))) (ytl 20) (v (if #t (begin -25 7) -12)) (iuaeat 8) (oof (/ 29 -26)) (x -9)) (+ 2 iuaeat));31;23;(let ((mb (let* ((czbpsh -26)) (if #f 21 (/ czbpsh -5)))) (x -9)) '());12;400;(let ((mb (let* ((czbpsh -26)) (if #f 21 (/ czbpsh -5)))) (x -9)) '());12;300;(let ((mb (let* ((czbpsh -26)) (if #f 21 (/ czbpsh -5)))) (x -9)) '());12;100
(let ((nz 21) (i (+ (let ((tw -4)) tw) (if (= 12 9) -30 (- -8 -9)))) (qdx (letrec* ((vgskj -14)) (+ -14 (/ vgskj 2)))) (zutlkk (* 6 -10)) (uqi 9) (xjwh -19)) (* (- 16 (* nz xjwh)) (/ i xjwh)));45;29;(let ((i (+ (let ((tw -4)) tw) (if (= 12 9) -30 (- -8 -9)))) (qdx (letrec* ((vgskj -14)) (+ -14 (/ vgskj 2)))) (xjwh -19)) '());27;200;(let ((i (+ (let ((tw -4)) tw) (if (= 12 9) -30 (- -8 -9)))) (qdx (letrec* ((vgskj -14)) (+ -14 (/ vgskj 2)))) (xjwh -19)) '());27;500;(let ((i (+ (let ((tw -4)) tw) (if (= 12 9) -30 (- -8 -9)))) (qdx (letrec* ((vgskj -14)) (+ -14 (/ vgskj 2)))) (xjwh -19)) '());27;100
(let* ((tj (+ (let* ((eldhw -22)) eldhw) (- (- 19 (- 3 -12)) (* (- -12 -7) 8)))) (qa 12) (wqc (letrec* () 15)) (b 5) (dkqcs -20)) (let ((kljoq -15) (hffao (if #f wqc -18)) (szik (* wqc (+ (+ -24 (+ (/ 0 tj) 13)) dkqcs)))) (if #f (if (< (+ (- b -13) -10) -8) (let* () -5) -30) (if #t (* (- kljoq -8) (if #t szik (/ wqc (+ 16 (* wqc (+ hffao wqc)))))) (* (if #t 11 -8) 28)))));96;-8;(let* ((tj (+ (let* ((eldhw -22)) eldhw) (- (- 19 (- 3 -12)) (* (- -12 -7) 8)))) (wqc (letrec* () 15)) (b 5)) '());26;200;(let* ((tj (+ (let* ((eldhw -22)) eldhw) (- (- 19 (- 3 -12)) (* (- -12 -7) 8)))) (wqc (letrec* () 15)) (b 5)) '());26;300;(let* ((tj (+ (let* ((eldhw -22)) eldhw) (- (- 19 (- 3 -12)) (* (- -12 -7) 8)))) (wqc (letrec* () 15)) (b 5)) '());26;100
(let* ((l 1) (ygms -5) (ajjms 22) (kzbtoi -17)) (- (if #t 12 (/ (* ygms (let* () ygms)) (if #t 3 (if (= (- (+ 20 -26) (/ -11 -28)) 12) (/ 13 (- 13 ygms)) -10)))) ygms));43;-14;(let* ((ygms -5) (ajjms 22)) (- (if #t 12 (/ (* ygms (let* () ygms)) (if #t 3 (if (= (- (+ 20 -26) (/ -11 -28)) 12) (/ 13 (- 13 ygms)) -10)))) ygms));41;200;(let* ((ygms -5) (ajjms 22)) (- (if #t 12 (/ (* ygms (let* () ygms)) (if #t 3 (if (= (- (+ 20 -26) (/ -11 -28)) 12) (/ 13 (- 13 ygms)) -10)))) ygms));41;100;(let* ((ygms -5) (ajjms 22)) (- (if #t 12 (/ (* ygms (let* () ygms)) (if #t 3 (if (= (- (+ 20 -26) (/ -11 -28)) 12) (/ 13 (- 13 ygms)) -10)))) ygms));41;100
(let* ((cgq (let* ((hln 13)) 25)) (f (- (/ 0 (+ 18 4)) (if (< -2 -14) 23 (- -4 -6)))) (zj (if #f 4 6)) (kw (- 18 -16)) (pdhtfs 26)) (if #f 25 kw));36;23;(let* ((cgq (let* () 25)) (kw (- 18 -16))) '());8;300;(let* ((cgq (let* () 25)) (kw (- 18 -16))) '());8;200;(let* ((cgq (let* () 25)) (kw (- 18 -16))) '());8;200
(let* ((blynv -5) (xsp (* 0 -21)) (fbuuhb -20) (ify 28)) (if #f (+ (* (- (if (= (- blynv 26) 12) -25 (- -27 -14)) (if (= 23 19) blynv (if #f fbuuhb -26))) 8) (begin (set! blynv -24) 7 ify (- -2 -3))) (if #f 27 7)));53;-16;(let* ((blynv -5) (fbuuhb -20)) (if #f (+ (* (- (if (= (- blynv 26) 12) -25 (- -27 -14)) (if (= 23 19) blynv (if #f fbuuhb -26))) 8) (begin (set! blynv -24) (- -2 -3))) '()));43;400;(let* ((blynv -5) (fbuuhb -20)) (if #f (+ (* (- (if (= (- blynv 26) 12) -25 (- -27 -14)) (if (= 23 19) blynv (if #f fbuuhb -26))) 8) (begin (set! blynv -24) (- -2 -3))) '()));43;100;(let* ((blynv -5) (fbuuhb -20)) (if #f (+ (* (- (if (= (- blynv 26) 12) -25 (- -27 -14)) (if (= 23 19) blynv (if #f fbuuhb -26))) 8) (begin (set! blynv -24) (- -2 -3))) '()));43;200
(let ((euzerj (let* ((gko 26)) (begin (set! gko gko) 26))) (qj 21) (howqf -28) (isne 27) (wegyi 23)) (/ (begin (set! euzerj isne) -20 euzerj) (let* ((ffnnp howqf) (osr 19)) (letrec* ((vet 17)) (+ (* ffnnp 21) 1)))));30;5;(let ((euzerj (let* ((gko 26)) (begin (set! gko gko) 26))) (howqf -28)) (/ (begin euzerj) (let* ((ffnnp howqf)) (letrec* () (+ (* ffnnp 21) 1)))));22;300;(let ((euzerj (let* ((gko 26)) (begin (set! gko gko) 26))) (howqf -28)) (/ (begin euzerj) (let* ((ffnnp howqf)) (letrec* () (+ (* ffnnp 21) 1)))));22;200;(let ((euzerj (let* () (begin 26))) (howqf -28)) (/ (begin euzerj) (let* ((ffnnp howqf)) (letrec* () (+ (* ffnnp 21) 1)))));19;200
(let ((yb -12) (mdoka 25) (o -2)) 12);5;-26;(let ((mdoka 25)) '());3;400;(let ((mdoka 25)) '());3;200;(let ((mdoka 25)) '());3;100
(let* ((ydf (if #f (if #f (if #f (if #t -24 (if #f -1 -30)) (begin -21 -19)) (begin -7 -11 -6)) (let* ((z -19)) 19))) (zz -12) (krnt (if (< 26 30) (- (- -8 18) (- -29 -10)) (* 7 22))) (yr (if (< -18 2) (/ -16 11) 20)) (ms -13) (wyr -28)) -6);57;-17;(let* ((ydf (if #f (if #f (if #f (if #t -24 (if #f -1 -30)) (begin -19)) (begin -6)) (let* () 19))) (zz -12)) '());22;100;(let* ((ydf (if #f (if #f (if #f (if #t -24 (if #f -1 -30)) (begin -19)) (begin -6)) (let* () 19))) (zz -12)) '());22;200;(let* ((ydf (if #f (if #f (if #f (if #t -24 (if #f -1 -30)) (begin -19)) (begin -6)) (let* () 19))) (zz -12)) '());22;200
(letrec* ((xpe (let ((d 12) (bok -23)) (/ 23 d))) (et -12) (cqvrx (* 25 -8)) (wxjhy 16) (nnatzq 7)) 0);16;27;(letrec* ((xpe (let ((d 12)) (/ 23 d))) (cqvrx (* 25 -8))) '());12;200;(letrec* ((xpe (let ((d 12)) (/ 23 d))) (cqvrx (* 25 -8))) '());12;200;(letrec* ((xpe (let ((d 12)) (/ 23 d))) (cqvrx (* 25 -8))) '());12;100
(let* ((zaxjxt 11) (m 8) (byk 1) (bawrv -3) (kvjo (if #t -27 18)) (azfa 18)) kvjo);11;-21;(let* ((bawrv -3)) '());3;500;(let* ((bawrv -3)) '());3;500;(let* ((bawrv -3)) '());3;200
(letrec* ((jirc (+ (if #t (/ (if #t 13 -6) (if #f -12 -10)) (if #f -5 -21)) (+ -6 -30))) (mxj (/ (let* () 14) (* -8 3))) (bypcg -4) (qcx 25) (es 20)) (let* ((fkqn (begin (* -21 8) 30 (- bypcg (+ 30 jirc)))) (h jirc) (pwp bypcg) (xr 29)) (- bypcg 18)));55;-15;(letrec* ((mxj (/ (let* () 14) (* -8 3))) (qcx 25)) '());11;200;(letrec* ((mxj (/ (let* () 14) (* -8 3))) (qcx 25)) '());11;900;(letrec* ((mxj (/ (let* () 14) (* -8 3))) (qcx 25)) '());11;300
(let ((nhta (if #t 3 (if #t -28 (/ 17 (+ -1 27))))) (e 13) (adib (begin (* 8 -26) 6 -2)) (zncoqj -2) (tkuh -18) (of -16)) -26);26;-4;(let ((adib (begin -2))) '());4;100;(let ((adib (begin -2))) '());4;200;(let ((adib (begin -2))) '());4;100
(let* ((owjkt (begin -30 -2 -6)) (g 3) (ex 26) (yjoai (if #t -25 20)) (lom 13)) (- (if (= 28 (/ (* (/ ex yjoai) (* yjoai lom)) (* (/ lom (/ 14 g)) -16))) (- (* (- (+ (/ g (+ g 18)) (- -6 -29)) -13) -1) ex) (* (let ((zcio (- (* ex g) (+ (- 7 g) -22)))) yjoai) (if (< (+ -11 yjoai) (+ -2 g)) (begin -22 (* (- 15 yjoai) (- 7 g))) 18))) (+ (- -8 (begin (set! yjoai (/ ex owjkt)) 16 (+ (- (+ owjkt ex) -27) -2))) (if #t (begin 23 (- 24 -1) yjoai) (begin 18 g)))));137;28;(let* ((owjkt (dummy 2)) (g 3) (ex 26) (yjoai (if #t -25 20)) (lom 13)) (- (if (= 28 (/ (* (/ ex yjoai) (* yjoai lom)) (* (/ lom (/ 14 g)) -16))) (- (* (- (+ (/ g (+ g 18)) (- -6 -29)) -13) -1) ex) (* (let () yjoai) (if (< (+ -11 yjoai) (+ -2 g)) (begin (* (- 15 yjoai) (- 7 g))) 18))) (+ (- -8 (begin (+ (- (+ owjkt ex) -27) -2))) (if #t (begin yjoai) (begin g)))));110;200;(let* ((owjkt (dummy -2)) (g 3) (ex 26) (yjoai (if #t -25 20)) (lom 13)) (- (if (= 28 (/ (* (/ ex yjoai) (* yjoai lom)) (* (/ lom (/ 14 g)) -16))) (- (* (- (+ (/ g (+ g 18)) (- -6 -29)) -13) -1) ex) (* (let () yjoai) (if (< (+ -11 yjoai) (+ -2 g)) (begin (* (- 15 yjoai) (- 7 g))) 18))) (+ (- -8 (begin (+ (- (+ owjkt ex) -27) -2))) (if #t (begin yjoai) (begin g)))));110;500;(let* ((owjkt (dummy 2)) (g 3) (ex 26) (yjoai (if #t -25 20)) (lom 13)) (- (if (= 28 (/ (* (/ ex yjoai) (* yjoai lom)) (* (/ lom (/ 14 g)) -16))) (- (* (- (+ (/ g (+ g 18)) (- -6 -29)) -13) -1) ex) (* (let () yjoai) (if (< (+ -11 yjoai) (+ -2 g)) (begin (* (- 15 yjoai) (- 7 g))) 18))) (+ (- -8 (begin (+ (- (+ owjkt ex) -27) -2))) (if #t (begin yjoai) (begin g)))));110;300
(letrec* ((vwkq (if #t 28 -16)) (wxorir (/ -22 -26)) (qkais (if #t -14 -13)) (qogpng -30)) (if #f (begin (if (= (/ -23 qkais) -16) (/ vwkq vwkq) (/ -16 (if #t (/ -15 8) vwkq))) (/ (/ (* -28 qogpng) -25) 11) (set! wxorir (* (* (/ -20 (- wxorir 24)) qogpng) vwkq)) -17 wxorir) (+ wxorir (begin (if (= 10 -25) -7 (- (- (- vwkq (/ 9 (* 26 13))) qogpng) wxorir)) (set! qkais -24) qkais qogpng))));95;3;(letrec* ((vwkq (dummy 2)) (wxorir (dummy 0)) (qkais (if #t -14 -13)) (qogpng -30)) (if #f (begin (set! wxorir (* (* (/ -20 (- wxorir 24)) qogpng) vwkq))) '()));30;100;(letrec* ((vwkq (dummy 2)) (wxorir (dummy 2)) (qkais (if #t -14 -13)) (qogpng -30)) (if #f (begin (set! wxorir (* (* (/ -20 (- wxorir 24)) qogpng) vwkq))) '()));30;500;(letrec* ((vwkq (dummy 2)) (wxorir (dummy 0)) (qkais (if #t -14 -13)) (qogpng -30)) (if #f (begin (set! wxorir (* (* (/ -20 (- wxorir 24)) qogpng) vwkq))) '()));30;100
(let* ((ycr (if #f -30 (begin 12 -30))) (muvdl 10) (ck 27) (rdpnao (if #t (/ 18 -30) 0)) (h (/ -2 -16)) (k -4)) (/ -22 12));25;-27;(let* ((rdpnao (if #t (/ 18 -30) 0))) '());9;200;(let* ((rdpnao (if #t (/ 18 -30) 0))) '());9;400;(let* ((rdpnao (if #t (/ 18 -30) 0))) '());9;200
(let* ((ylpv -11) (z 1) (a (letrec* ((wrw -22)) wrw)) (br (if (< -30 -6) -16 -24)) (wfsuka (if #t -29 17)) (gigauf 11)) a);19;-15;(let* ((a (letrec* ((wrw -22)) wrw)) (br (if (< -30 -6) -16 -24))) '());12;200;(let* ((a (letrec* ((wrw -22)) wrw)) (br (if (< -30 -6) -16 -24))) '());12;800;(let* ((a (letrec* ((wrw -22)) wrw)) (br (if (< -30 -6) -16 -24))) '());12;200
(let ((adtgi -20) (httjvq (begin -23 -24 -1)) (y 19) (btnb (let* () -13)) (odlrox 13) (zn -15)) (if (= -30 (* 18 12)) adtgi (if #t 6 (letrec* ((vewsr zn) (gdprc httjvq)) 9))));27;12;(let ((btnb (let* () -13)) (odlrox 13) (zn -15)) '());6;200;(let ((btnb (let* () -13)) (odlrox 13) (zn -15)) '());6;400;(let ((btnb (let* () -13)) (odlrox 13)) '());5;400
(let* ((gpgh (if #t (+ 21 (if #f -22 (+ -4 -18))) (if #f -29 (- -4 (begin -14 25))))) (ndk -16) (evzr (let* ((mn 6)) 4)) (xkea 5) (tr -15) (xr -13)) (* (/ -21 -15) (* -22 (let ((rboxgt tr)) (begin (* tr 9) 5)))));46;29;(let* ((ndk -16) (evzr (let* () 4))) (* (/ -21 -15) (* -22 (let () (begin 5)))));16;100;(let* ((ndk -16) (evzr (let* () 4))) (* (/ -21 -15) (* -22 (let () (begin 5)))));16;400;(let* ((ndk -16) (evzr (let* () 4))) (* (/ -21 -15) (* -22 (let () (begin 5)))));16;100
(let* ((lbw (/ (/ (+ (+ 16 13) -28) (* (/ 7 29) 2)) (let ((z -2)) 20))) (uohfd -27) (fznpgb -28) (heky 17) (avn -14)) (let* ((kwtjfb (- (+ avn 1) (- -13 27)))) heky));38;-14;(let* ((lbw (/ (/ (+ (+ 16 13) -28) (* (/ 7 29) 2)) (let ((z -2)) 20))) (avn -14)) '());24;200;(let* ((lbw (/ (/ (+ (+ 16 13) -28) (* (/ 7 29) 2)) (let ((z -2)) 20))) (avn -14)) '());24;300;(let* ((lbw (/ (/ (+ (+ 16 13) -28) (* (/ 7 29) 2)) (let ((z -2)) 20))) (avn -14)) '());24;700
(let ((c (if #f 7 (+ -30 (* (+ (+ 5 13) 29) (if #f (if #f -26 10) (/ 28 -13)))))) (hgl (if #f -8 (begin (+ -24 -15) -4 28))) (peep 11) (nf (begin -23 16)) (acjq 30) (w 12)) (+ -8 4));46;-22;(let ((peep 11)) '());3;200;(let ((peep 11)) '());3;300;(let ((peep 11)) '());3;100
(letrec* ((y (if #f (* -7 8) 1)) (qehk (if #f 20 -27)) (ud (/ (if #t -8 -5) -23)) (vkzbu -12) (zowsa 4)) 24);22;19;(letrec* ((zowsa 4)) '());3;100;(letrec* ((zowsa 4)) '());3;400;(letrec* ((zowsa 4)) '());3;200
(let* ((csbj 13) (aasj (begin -27 19)) (zahhna 26) (zd -22)) zd);8;-9;(let* ((zd -22)) '());3;200;(let* ((zd -22)) '());3;400;(let* ((zd -22)) '());3;200
(let* ((oog -19) (fpsil (* -16 -12)) (pc (* 19 -8)) (u -23)) (if #f (let* ((dqstj (+ (- 8 -8) 21)) (sodrw u)) (letrec* ((iobpv u)) (* pc dqstj))) -25));29;28;(let* ((oog -19)) '());3;200;(let* ((oog -19)) '());3;200;(let* ((oog -19)) '());3;400
(let* ((hvi (let ((tvizmm (begin 5 19)) (uytl (if #f -25 -23)) (iczgs -22)) (begin uytl (* uytl 3) uytl))) (g (/ (* (begin -30 -17) 2) (begin 22 8))) (hrc (if #t (/ 7 (if #f 9 23)) 7)) (nxu (begin 20 16)) (scd -15) (tpec 13)) (let* ((vu hrc) (ij scd) (snts nxu) (ca (/ -14 -16))) (begin (set! nxu (- (/ (* (/ (+ -14 scd) (- 13 snts)) snts) (/ scd (+ 17 scd))) -5)) (set! g ca) (set! nxu -23) -16)));83;-14;(let* ((hvi (let ((uytl (if #f -25 -23))) (begin uytl))) (hrc (if #t (/ 7 (if #f 9 23)) 7))) (let* ((vu hrc)) '()));21;300;(let* ((hvi (let ((uytl (if #f -25 -23))) (begin uytl))) (hrc (if #t (/ 7 (if #f 9 23)) 7))) (let* ((vu hrc)) '()));21;300;(let* ((hvi (let ((uytl (dummy 1))) (begin uytl))) (hrc (dummy 0))) (let* ((vu hrc)) '()));13;400
(let* ((mllt (if #f (let* ((izxv 18)) -28) 26)) (yiqi (/ (* -24 12) -17)) (camm (if #f -9 27)) (mflprc 22) (titumw -30)) (/ (if #t (begin (let () 21) (+ -15 (/ (+ 8 yiqi) (/ 20 titumw))) -28 (- 1 -26)) (let ((io yiqi)) (- mflprc (+ io mllt)))) mflprc));55;8;(let* ((mllt (if #f (let* () -28) 26)) (camm (if #f -9 27)) (mflprc 22)) (/ (if #t (begin (- 1 -26)) (let ((io (dummy 6))) (- mflprc (+ io mllt)))) mflprc));32;200;(let* ((mllt (if #f (let* () -28) 26)) (camm (if #f -9 27)) (mflprc 22)) (/ (if #t (begin (- 1 -26)) (let ((io (dummy 6))) (- mflprc (+ io mllt)))) mflprc));32;200;(let* ((mllt (if #f (let* () -28) 26)) (camm (if #f -9 27)) (mflprc 22)) (/ (if #t (begin (- 1 -26)) (let ((io (dummy 6))) (- mflprc (+ io mllt)))) mflprc));32;300
(let* ((y (if #f (if #f (begin 0 21) 11) -12)) (xgzm (let ((wgsp 19)) (- wgsp (* wgsp wgsp)))) (jpd 18) (kjjdrb (if #t -7 -10)) (cexer 24)) (- (begin kjjdrb -21 jpd) (/ 22 (* -20 26))));38;16;(let* ((xgzm (let ((wgsp 19)) (- wgsp (* wgsp wgsp))))) '());11;300;(let* ((xgzm (let ((wgsp 19)) (- wgsp (* wgsp wgsp))))) '());11;600;(let* ((xgzm (let ((wgsp 19)) (- wgsp (* wgsp wgsp))))) '());11;200
(let* ((hxa -1) (h 4) (mhcpc (begin -4 20 11)) (avfe (* -16 (/ 11 -15))) (rkpweh 5) (f 11)) (if #f (- -26 -13) hxa));23;18;(let* ((hxa -1)) '());3;100;(let* ((hxa -1)) '());3;300;(let* ((hxa -1)) '());3;100
(let* ((ni 7) (r (begin -11 2)) (ddg -25) (puw (if #f -24 0)) (g 11)) 26);12;18;(let* ((puw (if #f -24 0))) '());6;200;(let* ((puw (if #f -24 0))) '());6;300;(let* ((puw (if #f -24 0))) '());6;300
(let* ((q 25) (h (let ((j -1) (c 1)) (* c 28))) (i -6) (z -19) (zta 5) (swi -27)) (- (* 10 q) -16));20;21;(let* ((h (let ((c 1)) (* c 28))) (z -19)) '());9;100;(let* ((h (let ((c 1)) (* c 28))) (z -19)) '());9;500;(let* ((h (let ((c 1)) (* c 28))) (z -19)) '());9;300
(let* ((i (if #t (if #t 11 -14) (* (if #t -26 -4) 16))) (p (begin 29 26)) (xbrmc -9) (xwae -23)) (- xwae 0));23;18;(let* ((xbrmc -9)) '());3;200;(let* ((xbrmc -9)) '());3;800;(let* ((xbrmc -9)) '());3;200
(let* ((ghyl (* -6 (let ((dzsmsg 22)) (begin dzsmsg 18)))) (ktsu 3) (n -22) (oy (* -25 21)) (neuqfq (if #f -14 -13)) (fmhp -8)) (if #t 23 (* (if #f (begin (* -19 23) (set! ghyl 13) ktsu) (if (= oy -12) (if (< fmhp (- (- -11 neuqfq) -29)) (if #f 21 (- (- -7 ktsu) 7)) (+ 24 20)) ghyl)) (if #f n (+ -28 (- -11 2))))));76;-5;(let* ((ghyl (* -6 (let ((dzsmsg 22)) (begin 18)))) (ktsu 3) (oy (* -25 21)) (neuqfq (if #f -14 -13)) (fmhp -8)) '());19;300;(let* ((ghyl (* -6 (let ((dzsmsg 22)) (begin 18)))) (ktsu 3) (oy (* -25 21)) (neuqfq (if #f -14 -13)) (fmhp -8)) '());19;200;(let* ((ghyl (* -6 (let ((dzsmsg 22)) (begin 18)))) (ktsu 3) (oy (* -25 21)) (neuqfq (if #f -14 -13)) (fmhp -8)) '());19;300
(let* ((v (- (+ -4 -5) (if #t (/ (if #t -12 14) 30) (* (+ -19 (if #t 20 8)) (if #f (+ 20 -5) (/ 16 4)))))) (koflp (letrec* ((gvfvi (- 14 -22)) (r 4)) (/ (/ 13 -11) (+ -1 r)))) (tqwis (if #f (/ -15 (if #t 29 -1)) -2)) (vhermf (begin -1 -27)) (sfg -6) (owcgq 17)) (begin (- vhermf koflp) tqwis -16 owcgq -29));75;-30;(let* ((v (- (+ -4 -5) (if #t (/ (if #t -12 14) 30) (* (+ -19 (if #t 20 8)) (if #f (+ 20 -5) (/ 16 4)))))) (koflp (letrec* ((r 4)) (/ (/ 13 -11) (+ -1 r))))) '());48;200;(let* ((v (- (+ -4 -5) (if #t (/ (if #t -12 14) 30) (* (+ -19 (if #t 20 8)) (if #f (+ 20 -5) (/ 16 4)))))) (koflp (letrec* ((r 4)) (/ (/ 13 -11) (+ -1 r))))) '());48;200;(let* ((v (- (+ -4 -5) (if #t (/ (if #t -12 14) 30) (* (+ -19 (if #t 20 8)) (if #f (+ 20 -5) (/ 16 4)))))) (koflp (letrec* ((r 4)) (/ (/ 13 -11) (+ -1 r))))) '());48;300
